catcode,cmte_id,catorder,catname,industry,sector,newsletter,source,confidence,reasoning,model
A1500,,A01,"Wheat, corn, soybeans and cash grain",Crop Production & Basic Processing,Agribusiness,Agri-Food,crp,high,,
A1600,,A01,"Other commodities (incl rice, peanuts, honey)",Crop Production & Basic Processing,Agribusiness,Agri-Food,crp,high,,
A2000,,A04,Milk & dairy producers,Dairy,Agribusiness,Agri-Food,crp,high,,
A2300,,A05,Poultry & eggs,Poultry & Eggs,Agribusiness,Agri-Food,crp,high,,
A3000,,A06,Livestock,Livestock,Agribusiness,Agri-Food,crp,high,,
A3100,,A07,Animal feed & health products,Agricultural Services/Products,Agribusiness,Agri-Food,crp,high,,
A3200,,A06,Sheep and Wool Producers,Livestock,Agribusiness,Agri-Food,crp,high,,
A3300,,A06,Feedlots & related livestock services,Livestock,Agribusiness,Agri-Food,crp,high,,
A3500,,A06,Horse breeders,Livestock,Agribusiness,Agri-Food,crp,high,,
A4000,,A07,Agricultural services & related industries,Agricultural Services/Products,Agribusiness,Agri-Food,crp,high,,
A4100,,A07,Agricultural chemicals (fertilizers & pesticides),Agricultural Services/Products,Agribusiness,Agri-Food,crp,high,,
A4200,,A07,Farm machinery & equipment,Agricultural Services/Products,Agribusiness,Agri-Food,crp,high,,
A4300,,A07,Grain traders & terminals,Agricultural Services/Products,Agribusiness,Agri-Food,crp,high,,
A4500,,A07,Veterinarians,Agricultural Services/Products,Agribusiness,Agri-Food,crp,high,,
A5000,,A10,Forestry & Forest Products,Forestry & Forest Products,Agribusiness,Agri-Food,crp,high,,
A5200,,A10,Paper & pulp mills and paper manufacturing,Forestry & Forest Products,Agribusiness,Agri-Food,crp,high,,
A6000,,A07,Farm organizations & cooperatives,Agricultural Services/Products,Agribusiness,Agri-Food,crp,high,,
A6500,,A07,Farm bureaus,Agricultural Services/Products,Agribusiness,Agri-Food,crp,high,,
A8000,,A07,Florists & Nursery Services,Agricultural Services/Products,Agribusiness,Agri-Food,crp,high,,
C2700,,B02,Movie Theaters,TV/Movies/Music,Communic/Electronics,Hospitality & Retail,crp,high,,
C2800,,B02,"Bands, orchestras & other live music production",TV/Movies/Music,Communic/Electronics,Hospitality & Retail,crp,high,,
C2900,,B02,Live theater & other entertainment productions,TV/Movies/Music,Communic/Electronics,Hospitality & Retail,crp,high,,
G0000,,N12,General commerce,Misc Business,Misc Business,Hospitality & Retail,crp,high,,
G1000,,N00,General business associations,Business Associations,Misc Business,Hospitality & Retail,crp,high,,
G1100,,N00,Chambers of commerce,Business Associations,Misc Business,Hospitality & Retail,crp,high,,
G1200,,N00,Small business associations,Business Associations,Misc Business,Hospitality & Retail,crp,high,,
G1300,,N00,Pro-business associations,Business Associations,Misc Business,Hospitality & Retail,crp,high,,
G1310,,N00,Business tax coalitions,Business Associations,Misc Business,Hospitality & Retail,crp,high,,
G1400,,N00,International trade associations,Business Associations,Misc Business,Hospitality & Retail,crp,high,,
G2000,,A09,Food & Beverage Products and Services,Food Processing & Sales,Agribusiness,Agri-Food,crp,high,,
G2100,,A09,Food and kindred products manufacturing,Food Processing & Sales,Agribusiness,Agri-Food,crp,high,,
H3000,,H03,Health care services,Health Services/HMOs,Health,Healthcare,crp,high,,
H3100,,H03,Home care services,Health Services/HMOs,Health,Healthcare,crp,high,,
H3200,,H03,Outpatient health services (incl drug & alcohol),Health Services/HMOs,Health,Healthcare,crp,high,,
H3300,,H03,Optical services (glasses & contact lenses),Health Services/HMOs,Health,Healthcare,crp,high,,
G2110,,N01,Artificial sweeteners and food additives,Food & Beverage,Misc Business,Agri-Food,crp,high,,
G2200,,N01,Confectionery processors & manufacturers,Food & Beverage,Misc Business,Agri-Food,crp,high,,
G2300,,A09,Meat processing & products,Food Processing & Sales,Agribusiness,Agri-Food,crp,high,,
G2350,,N01,Fish Processing,Food & Beverage,Misc Business,Agri-Food,crp,high,,
G2400,,A09,Food stores,Food Processing & Sales,Agribusiness,Agri-Food,crp,high,,
G2500,,A09,Food wholesalers,Food Processing & Sales,Agribusiness,Agri-Food,crp,high,,
G2600,,N01,Beverages (non-alcoholic),Food & Beverage,Misc Business,Agri-Food,crp,high,,
G2700,,N01,Beverage bottling & distribution,Food & Beverage,Misc Business,Agri-Food,crp,high,,
G2800,,N02,Alcohol,"Beer, Wine & Liquor",Misc Business,Agri-Food,crp,high,,
G2810,,N02,Beer,"Beer, Wine & Liquor",Misc Business,Agri-Food,crp,high,,
G2820,,N02,Wine & distilled spirits manufacturing,"Beer, Wine & Liquor",Misc Business,Agri-Food,crp,high,,
G2840,,N02,Liquor stores,"Beer, Wine & Liquor",Misc Business,Agri-Food,crp,high,,
G2850,,N02,Liquor wholesalers,"Beer, Wine & Liquor",Misc Business,Agri-Food,crp,high,,
G2860,,N09,"Marijuana Production, Sales & Paraphernalia",Marijuana,Misc Business,Agri-Food,crp,high,,
G3000,,N12,Wholesale trade,Misc Business,Misc Business,Hospitality & Retail,crp,high,,
G3500,,N12,Import/Export services,Misc Business,Misc Business,Hospitality & Retail,crp,high,,
G4000,,N03,Retail trade,Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G4100,,N03,Apparel & accessory stores,Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G4200,,N03,Consumer electronics & computer stores,Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G4300,,N03,"Department, variety & convenience stores",Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G4400,,N03,Furniture & appliance stores,Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G4500,,N03,Hardware & building materials stores,Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G4600,,N03,Miscellaneous retail stores,Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G4700,,N03,Catalog & mail order houses,Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G4800,,N03,Direct sales,Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G4850,,N03,Vending Machine Sales & Services,Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G4900,,N03,Drug stores,Retail Sales,Misc Business,Hospitality & Retail,crp,high,,
G5000,,N04,Services,Misc Services,Misc Business,Hospitality & Retail,crp,high,,
G5100,,N04,Beauty & barber shops,Misc Services,Misc Business,Hospitality & Retail,crp,high,,
G5800,,N04,Physical fitness centers,Misc Services,Misc Business,Hospitality & Retail,crp,high,,
G6000,,N06,Recreation/Entertainment,Recreation/Live Entertainment,Misc Business,Hospitality & Retail,crp,high,,
G6100,,N06,Amusement/recreation centers,Recreation/Live Entertainment,Misc Business,Hospitality & Retail,crp,high,,
G6400,,N06,"Professional sports, arenas & related equip & svcs",Recreation/Live Entertainment,Misc Business,Hospitality & Retail,crp,high,,
G6500,,N07,"Casinos, racetracks & gambling",Casinos/Gambling,Misc Business,Hospitality & Retail,crp,high,,
G6700,,N06,Amusement parks,Recreation/Live Entertainment,Misc Business,Hospitality & Retail,crp,high,,
G6800,,N04,Video rental,Misc Services,Misc Business,Hospitality & Retail,crp,high,,
G7000,,N12,Correctional facilities constr & mgmt/for-profit,Misc Business,Misc Business,Hospitality & Retail,crp,high,,
T9000,,N08,Lodging & tourism,Lodging/Tourism,Misc Business,Hospitality & Retail,crp,high,,
T9100,,N08,Hotels & motels,Lodging/Tourism,Misc Business,Hospitality & Retail,crp,high,,
T9300,,N08,Resorts,Lodging/Tourism,Misc Business,Hospitality & Retail,crp,high,,
T9400,,N08,Travel agents,Lodging/Tourism,Misc Business,Hospitality & Retail,crp,high,,
H3400,,H03,Medical laboratories,Health Services/HMOs,Health,Healthcare,crp,high,,
H3500,,H03,AIDS treatment & testing,Health Services/HMOs,Health,Healthcare,crp,high,,
H3700,,H03,HMOs,Health Services/HMOs,Health,Healthcare,crp,high,,
H3800,,H03,Mental Health Services,Health Services/HMOs,Health,Healthcare,crp,high,,
H3900,,H03,Health care Consultants,Health Services/HMOs,Health,Healthcare,crp,high,,
H4000,,H04,Health care products,Pharmaceuticals/Health Products,Health,Healthcare,crp,high,,
H4100,,H04,Medical Devices & Supplies,Pharmaceuticals/Health Products,Health,Healthcare,crp,high,,
H4200,,H04,Personal health care products,Pharmaceuticals/Health Products,Health,Healthcare,crp,high,,
H4300,,H04,Pharmaceutical manufacturing,Pharmaceuticals/Health Products,Health,Healthcare,crp,high,,
H4400,,H04,Pharmaceutical wholesale,Pharmaceuticals/Health Products,Health,Healthcare,crp,high,,
H4500,,H04,Biotech products & research,Pharmaceuticals/Health Products,Health,Healthcare,crp,high,,
H4600,,H04,Nutritional & dietary supplements,Pharmaceuticals/Health Products,Health,Healthcare,crp,high,,
H4700,,H04,Pharmaceutical cannabis,Pharmaceuticals/Health Products,Health,Healthcare,crp,high,,
J1100,,Q01,Republican/Conservative,Republican/Conservative,Ideology/Single-Issue,,crp,high,,
J1110,,Q01,Christian Conservative,Republican/Conservative,Ideology/Single-Issue,,crp,high,,
J1200,,Q02,Democratic/Liberal,Democratic/Liberal,Ideology/Single-Issue,,crp,high,,
J1300,,Q10,Third-party committees,Misc Issues,Ideology/Single-Issue,,crp,high,,
J2000,,Q03,Leadership committees,Leadership PACs,Ideology/Single-Issue,,crp,high,,
J2100,,Q03,Democratic leadership PAC,Leadership PACs,Ideology/Single-Issue,,crp,high,,
J2200,,Q03,Republican leadership PAC,Leadership PACs,Ideology/Single-Issue,,crp,high,,
J2300,,Q03,"Democratic officials, candidates & former members",Leadership PACs,Ideology/Single-Issue,,crp,high,,
J2400,,Q03,"Republican officials, candidates & former members",Leadership PACs,Ideology/Single-Issue,,crp,high,,
J2500,,Q03,Non-Federal candidate committees,Leadership PACs,Ideology/Single-Issue,,crp,high,,
J7510,,Q09,Native American Tribes,Human Rights,Ideology/Single-Issue,Tribal Affairs,crp,high,,
K0000,,K01,Legal Services,Lawyers/Law Firms,Lawyers & Lobbyists,,crp,high,,
K1000,,K01,Attorneys & law firms,Lawyers/Law Firms,Lawyers & Lobbyists,,crp,high,,
K1100,,K01,Trial lawyers & law firms,Lawyers/Law Firms,Lawyers & Lobbyists,,crp,high,,
K1200,,K01,Corporate lawyers & law firms,Lawyers/Law Firms,Lawyers & Lobbyists,,crp,high,,
K2000,,K02,Lobbyists & Public Relations,Lobbyists,Lawyers & Lobbyists,,crp,high,,
LB100,,P01,Building trades unions,Building Trade Unions,Labor,"Social Issues, Construction & Housing",crp,high,,
LC150,,P02,IBEW (Intl Brotherhood of Electrical Workers),Industrial Unions,Labor,"Social Issues, Utilities & Power",crp,high,,
LD100,,P05,Defense-related unions,Misc Unions,Labor,"Social Issues, Defense",crp,high,,
LE200,,P02,Energy-related unions (non-mining),Industrial Unions,Labor,"Social Issues, Utilities & Power",crp,high,,
LH100,,P05,Health worker unions,Misc Unions,Labor,"Social Issues, Healthcare",crp,high,,
LT100,,P03,Air transport unions,Transportation Unions,Labor,"Social Issues, Freight & Transport",crp,high,,
LT300,,P03,Teamsters union,Transportation Unions,Labor,"Social Issues, Freight & Transport",crp,high,,
LT400,,P03,Railroad unions,Transportation Unions,Labor,"Social Issues, Freight & Transport",crp,high,,
LT500,,P03,Merchant marine & longshoremen unions,Transportation Unions,Labor,"Social Issues, Freight & Transport",crp,high,,
LT600,,P03,Other transportation unions,Transportation Unions,Labor,"Social Issues, Freight & Transport",crp,high,,
T0000,,M06,Transportation,Misc Transport,Transportation,Freight & Transport,crp,high,,
T1000,,M01,Air transport,Air Transport,Transportation,Freight & Transport,crp,high,,
T1100,,M01,Airlines,Air Transport,Transportation,Freight & Transport,crp,high,,
T1200,,M01,Aircraft manufacturers,Air Transport,Transportation,Freight & Transport,crp,high,,
T1300,,M01,Aircraft parts & equipment,Air Transport,Transportation,Freight & Transport,crp,high,,
T1400,,M01,General aviation (private pilots),Air Transport,Transportation,Freight & Transport,crp,high,,
T1500,,M01,Air freight,Air Transport,Transportation,Freight & Transport,crp,high,,
T1600,,M01,Aviation services & airports,Air Transport,Transportation,Freight & Transport,crp,high,,
T1700,,M01,Space vehicles & components,Air Transport,Transportation,Freight & Transport,crp,high,,
T3000,,M03,Trucking,Trucking,Transportation,Freight & Transport,crp,high,,
T3100,,M03,Trucking companies & services,Trucking,Transportation,Freight & Transport,crp,high,,
T3200,,M03,Truck & trailer manufacturers,Trucking,Transportation,Freight & Transport,crp,high,,
T4000,,M06,Buses & Taxis,Misc Transport,Transportation,Freight & Transport,crp,high,,
T4100,,M06,Bus services,Misc Transport,Transportation,Freight & Transport,crp,high,,
T4200,,M06,Taxicabs,Misc Transport,Transportation,Freight & Transport,crp,high,,
T5000,,M04,Railroad transportation,Railroads,Transportation,Freight & Transport,crp,high,,
T5100,,M04,Railroads,Railroads,Transportation,Freight & Transport,crp,high,,
T5200,,M04,Manufacturers of railroad equipment,Railroads,Transportation,Freight & Transport,crp,high,,
T5300,,M04,Railroad services,Railroads,Transportation,Freight & Transport,crp,high,,
T6000,,M05,Sea transport,Sea Transport,Transportation,Freight & Transport,crp,high,,
T6100,,M05,Ship building & repair,Sea Transport,Transportation,Freight & Transport,crp,high,,
T6200,,M05,Sea freight & passenger services,Sea Transport,Transportation,Freight & Transport,crp,high,,
T6250,,M05,Cruise ships & lines,Sea Transport,Transportation,Freight & Transport,crp,high,,
T7000,,M06,Freight & delivery services,Misc Transport,Transportation,Freight & Transport,crp,high,,
T7100,,M01,Express delivery services,Air Transport,Transportation,Freight & Transport,crp,high,,
T7200,,N12,Warehousing,Misc Business,Misc Business,Freight & Transport,crp,high,,
T8000,,M06,Recreational transport,Misc Transport,Transportation,Freight & Transport,crp,high,,
T8100,,M06,"Motorcycles, snowmobiles & other motorized vehicle",Misc Transport,Transportation,Freight & Transport,crp,high,,
T8200,,M06,Motor homes & camper trailers,Misc Transport,Transportation,Freight & Transport,crp,high,,
T8300,,M06,Pleasure boats,Misc Transport,Transportation,Freight & Transport,crp,high,,
T8400,,M06,Bicycles & other non-motorized recreational transp,Misc Transport,Transportation,Freight & Transport,crp,high,,
X1200,,W06,Retired,Retired,Other,,crp,high,,
X3000,,W03,Civil servant/public employee,Civil Servants/Public Officials,Other,,crp,high,,
X3100,,W03,Public official (elected or appointed),Civil Servants/Public Officials,Other,,crp,high,,
X3200,,W03,Courts & Justice System,Civil Servants/Public Officials,Other,,crp,high,,
X3300,,W03,Municipal & county government organizations,Civil Servants/Public Officials,Other,,crp,high,,
X3500,,W04,"Public school teachers, administrators & officials",Education,Other,,crp,high,,
X3700,,W03,US Postal Service,Civil Servants/Public Officials,Other,,crp,high,,
X4000,,W02,Non-Profits,Non-Profit Institutions,Other,,crp,high,,
X4100,,W02,Non-profit foundations,Non-Profit Institutions,Other,,crp,high,,
X4110,,W02,Philanthropists,Non-Profit Institutions,Other,,crp,high,,
X4200,,W02,"Museums, art galleries, libraries, etc.",Non-Profit Institutions,Other,,crp,high,,
X5000,,W07,Military,Other,Other,,crp,high,,
X7000,,W05,"Churches, clergy & religious organizations",Clergy & Religious Organizations,Other,,crp,high,,
Z1000,,Q16,Candidate Committees,Candidate Committees,Ideology/Single-Issue,,crp,high,,
Z1100,,Q16,Republican Candidate Committees,Candidate Committees,Ideology/Single-Issue,,crp,high,,
Z1200,,Q16,Democratic Candidate Committees,Candidate Committees,Ideology/Single-Issue,,crp,high,,
Z1300,,Q16,Third-Party Candidate Committees,Candidate Committees,Ideology/Single-Issue,,crp,high,,
Z1400,,Q16,Unknown-Party Candidate Committees,Candidate Committees,Ideology/Single-Issue,,crp,high,,
Z4100,,Z04,Republican Joint Candidate Committee,Joint Candidate Cmte,Joint Candidate Cmtes,,crp,high,,
Z4200,,Z04,Democratic Joint Candidate Committee,Joint Candidate Cmte,Joint Candidate Cmtes,,crp,high,,
Z4300,,Z04,Third-Party Joint Candidate Committee,Joint Candidate Cmte,Joint Candidate Cmtes,,crp,high,,
Z4400,,Z04,Liberal Non-party Joint Fundraising Committee,Joint Candidate Cmte,Joint Candidate Cmtes,,crp,high,,
Z4500,,Z04,Conservative Non-party Joint Fundraising Committee,Joint Candidate Cmte,Joint Candidate Cmtes,,crp,high,,
Z5000,,Z02,Party Committees,Party Committees,Party Cmte,,crp,high,,
Z5100,,Z02,Republican Party Committees,Party Committees,Party Cmte,,crp,high,,
Z5200,,Z02,Democratic Party Committees,Party Committees,Party Cmte,,crp,high,,
Z5300,,Z02,Third-Party Party Committees,Party Committees,Party Cmte,,crp,high,,
Z9000,,Z07,Candidate contribution to his/her own campaign,Candidate Self-finance,Candidate,,crp,high,,
,C00452755,,HORIZON WIND ENERGY LLC PAC,Electric Utilities,Energy/Nat Resource,Utilities & Power,llm_inferred,high,"HORIZON WIND ENERGY LLC is a wind energy company, which is part of the electric utilities sector.",gpt-4.1
,C00453563,,MISSOURI RENEWABLE FUELS ASSOCIATION FEDERAL PAC,Misc Energy,Energy/Nat Resource,Oil & Gas,llm_inferred,high,"MISSOURI RENEWABLE FUELS ASSOCIATION is a trade group for renewable fuels, which CRP places under Misc Energy (Oil & Gas newsletter).",gpt-4.1
